"left_edge","right_edge","a","b","right_edge","CDF_left","CDF_right"
0.14,0.14333333333333334,0.488616035487086,-0.059580461828529885,0.14333333333333334,0.0001366490116982781,0.0001687828223609689
0.14333333333333334,0.14666666666666667,0.5508212817156998,-0.06849654712129787,0.14666666666666667,0.0001687828223609689,0.00020669128478589832
0.14666666666666667,0.15,0.6170962237145073,-0.07821687194778965,0.15,0.00020669128478589832,0.00025108817779655006
0.15,0.15333333333333332,0.6873565732871055,-0.08875592438367937,0.15333333333333332,0.00025108817779655006,0.0003027320307905441
0.15333333333333332,0.15666666666666668,0.7614994185355694,-0.10012449398844382,0.15666666666666668,0.0003027320307905441,0.00036242508373910965
0.15666666666666668,0.16,0.8394054634540525,-0.11232977435900621,0.16,0.00036242508373910965,0.00043101205269872726
0.16,0.16333333333333333,0.9209412260824363,-0.1253754963795476,0.16333333333333333,0.00043101205269872726,0.000509378725489103
0.16333333333333333,0.16666666666666666,1.0059611620547584,-0.13926208592169353,0.16666666666666666,0.000509378725489103,0.0005984504115469093
0.16666666666666666,0.17,1.0943096882632013,-0.15398684028976733,0.17,0.0005984504115469093,0.0006991902689953707
0.17,0.17333333333333334,1.1858230882364413,-0.16954411828521815,0.17333333333333334,0.0006991902689953707,0.0008125975307577173
0.17333333333333334,0.17666666666666667,1.2803312867159649,-0.18592553935500225,0.17666666666666667,0.0008125975307577173,0.0009397056501586882
0.17666666666666667,0.18,1.377659485860148,-0.2031201878704746,0.18,0.0009397056501586882,0.0010815803849628619
0.18,0.18333333333333332,1.4776296595855558,-0.22111481914104797,0.18333333333333332,0.0010815803849628619,0.0012393178372417314
0.18333333333333332,0.18666666666666668,1.5800619058540852,-0.23989406429027837,0.18666666666666668,0.0012393178372417314,0.0014140424648841588
0.18666666666666668,0.19,1.6847756593266372,-0.2594406316051548,0.19,0.0014140424648841588,0.0016069050789998076
0.19,0.19333333333333333,1.7915907688147426,-0.2797355024078948,0.19333333333333333,0.0016069050789998076,0.0018190808399384639
0.19333333333333333,0.19666666666666666,1.9003284454634661,-0.3007581198933147,0.19666666666666666,0.0018190808399384639,0.002051767263178672
0.19666666666666666,0.2,2.01081208866662,-0.3224865697232682,0.2,0.002051767263178672,0.0023061822449418233
0.2,0.20333333333333334,2.1228679974239197,-0.34489775147472823,0.20333333333333334,0.0023061822449418233,0.002583562116072139
0.20333333333333334,0.20666666666666667,2.2363259752662357,-0.3679675403026658,0.20666666666666667,0.002583562116072139,0.002885159731495178
0.20666666666666667,0.21,2.351019837052981,-0.3916709384052598,0.21,0.002885159731495178,0.003212242601431101
0.21,0.21333333333333335,2.4667878259348326,-0.41598221607044866,0.21333333333333335,0.003212242601431101,0.0035660910694947476
0.21333333333333335,0.21666666666666667,2.5834729486205026,-0.4408750422433915,0.21666666666666667,0.0035660910694947476,0.003947996541861466
0.21666666666666667,0.22,2.7009232368209504,-0.46632260468682196,0.22,0.003947996541861466,0.004359259770813969
0.22,0.22333333333333333,2.8189919423948546,-0.4922977199130808,0.22333333333333333,0.004359259770813969,0.00480118919520657
0.22333333333333333,0.22666666666666666,2.9375376733222933,-0.5187729331535421,0.22666666666666666,0.00480118919520657,0.005275099339686477
0.22666666666666666,0.23,3.0564244771881315,-0.5457206086964655,0.23,0.005275099339686477,0.005782309273891448
0.23,0.23333333333333334,3.1755218784034476,-0.5731130109759882,0.23333333333333334,0.005782309273891448,0.006324141132294155
0.23333333333333334,0.23666666666666666,3.294704874924115,-0.6009223768308106,0.23666666666666666,0.006324141132294155,0.006901918694882003
0.23666666666666666,0.24,3.4138538997634553,-0.6291209793761212,0.24,0.006901918694882003,0.007516966028440349
0.24,0.24333333333333335,3.5328547521412164,-0.6576811839467839,0.24333333333333335,0.007516966028440349,0.008170606187842603
0.24333333333333335,0.24666666666666667,3.651598502676021,-0.6865754965769196,0.24666666666666667,0.008170606187842603,0.008864159976438293
0.24666666666666667,0.25,3.7699813766070047,-0.7157766054798956,0.25,0.008864159976438293,0.00959894476436332
0.25,0.25333333333333335,3.8879046186396806,-0.7452574159880646,0.25333333333333335,0.00959894476436332,0.010376273363373071
0.25333333333333335,0.25666666666666665,4.005274342636832,-0.7749910794006761,0.25666666666666665,0.010376273363373071,0.011197452956612109
0.25666666666666665,0.26,4.122001369031703,-0.8049510161753597,0.26,0.011197452956612109,0.012063784081582665
0.26,0.2633333333333333,4.238001052517852,-0.8351109338817585,0.2633333333333333,0.012063784081582665,0.012976559664450691
0.2633333333333333,0.26666666666666666,4.35319310228131,-0.865444840319469,0.26666666666666666,0.012976559664450691,0.013937064103734294
0.26666666666666666,0.27,4.467501396760468,-0.895927052180578,0.27,0.013937064103734294,0.014946572401345892
0.27,0.2733333333333333,4.58085379468043,-0.9265321996189677,0.2733333333333333,0.014946572401345892,0.016006349338909945
0.2733333333333333,0.27666666666666667,4.693181943882348,-0.957235227067492,0.27666666666666667,0.016006349338909945,0.017117648697243786
0.27666666666666667,0.28,4.804421089259077,-0.9880113906217202,0.28,0.017117648697243786,0.018281712516872873
0.28,0.2833333333333333,4.914509880933509,-1.0188362522905612,0.2833333333333333,0.018281712516872873,0.019499770397447446
0.2833333333333333,0.2866666666666667,5.02339018364526,-1.049685671392224,0.2866666666666667,0.019499770397447446,0.020773038833936372
0.2866666666666667,0.29,5.131006888163865,-1.0805357933542241,0.29,0.020773038833936372,0.022102720587490913
0.29,0.29333333333333333,5.2373077254184315,-1.1113630361580482,0.29333333333333333,0.022102720587490913,0.023490004088898682
0.29333333333333333,0.2966666666666667,5.342243083912455,-1.1421440746496285,0.2966666666666667,0.023490004088898682,0.02493606287258049
0.2966666666666667,0.3,5.445765830887377,-1.1728558229188557,0.3,0.02493606287258049,0.026442055039122305
0.3,0.30333333333333334,5.547831137612549,-1.2034754149364073,0.30333333333333334,0.026442055039122305,0.028009122744378
0.30333333333333334,0.30666666666666664,5.648396309092198,-1.233980183618567,0.30666666666666664,0.028009122744378,0.02963839171322651
0.30666666666666664,0.31,5.7474206184092775,-1.264347638475805,0.31,0.02963839171322651,0.03133097077611672
0.31,0.31333333333333335,5.844865145869222,-1.2945554419883878,0.31333333333333335,0.03133097077611672,0.033087951426586236
0.31333333333333335,0.31666666666666665,5.940692623047021,-1.3245813848374315,0.31666666666666665,0.033087951426586236,0.03491040739799415
0.31666666666666665,0.32,6.034867281795601,-1.3544033601078154,0.32,0.03491040739799415,0.036799394257762325
0.32,0.3233333333333333,6.127354708237548,-1.3839993365692385,0.3233333333333333,0.036799394257762325,0.0387559490174751
0.3233333333333333,0.32666666666666666,6.218121701722826,-1.4133473311294782,0.32666666666666666,0.0387559490174751,0.04078108975724324
0.32666666666666666,0.33,6.307136138704519,-1.4424253805434981,0.33,0.04078108975724324,0.04287581526279155
0.33,0.3333333333333333,6.394366841473184,-1.4712115124571576,0.3333333333333333,0.04287581526279155,0.04504110467378526
0.3333333333333333,0.33666666666666667,6.479783451649591,-1.499683715849293,0.33666666666666667,0.04504110467378526,0.04727791714196298
0.33666666666666667,0.34,6.5633563083358215,-1.5278199109336574,0.34,0.04727791714196298,0.049587191497696234
0.34,0.3433333333333333,6.6450563308069865,-1.5555979185738535,0.3433333333333333,0.049587191497696234,0.051969845923646875
0.3433333333333333,0.3466666666666667,6.724854905609478,-1.5829954292560422,0.3466666666666667,0.051969845923646875,0.0544267776342443
0.3466666666666667,0.35,6.802723777927956,-1.6099899716597812,0.35,0.0544267776342443,0.05695886255975024
0.35,0.35333333333333333,6.878634947082395,-1.6365588808638345,0.35333333333333333,0.05695886255975024,0.05956695503372848
0.35333333333333333,0.3566666666666667,6.952560566000219,-1.6626792662147993,0.3566666666666667,0.05956695503372848,0.06225188748277948
0.3566666666666667,0.36,7.024472844517896,-1.6883279788861039,0.36,0.06225188748277948,0.06501447011744435
0.36,0.36333333333333334,7.094343956361157,-1.713481579149678,0.36333333333333334,0.06501447011744435,0.06785549062322524
0.36333333333333334,0.36666666666666664,7.162145949650361,-1.7381163033780886,0.36666666666666664,0.06785549062322524,0.0707757138507062
0.36666666666666664,0.37,7.227850660783549,-1.7622080307935908,0.37,0.0707757138507062,0.07377588150380072
0.37,0.37333333333333335,7.29142963155099,-1.785732249977544,0.37333333333333335,0.07377588150380072,0.07685671182518601
0.37333333333333335,0.37666666666666665,7.35285402934059,-1.8086640251523285,0.37666666666666665,0.07685671182518601,0.08001889927802062
0.37666666666666665,0.38,7.412094570283684,-1.830977962240894,0.38,0.08001889927802062,0.08326311422307539
0.38,0.38333333333333336,7.469121445228693,-1.852648174719997,0.38333333333333336,0.08326311422307539,0.08659000259043859
0.38333333333333336,0.38666666666666666,7.523904248387434,-1.873648249264181,0.38666666666666666,0.08659000259043859,0.09000018554498847
0.38666666666666666,0.39,7.576411908546559,-1.893951211192376,0.39,0.09000018554498847,0.09349425914485478
0.39,0.3933333333333333,7.62661262273082,-1.9135294897242379,0.3933333333333333,0.09349425914485478,0.09707279399211699
0.3933333333333333,0.39666666666666667,7.6744737921848145,-1.9323548830428092,0.39666666666666667,0.09707279399211699,0.10073633487501765
0.39666666666666667,0.4,7.719961960596604,-1.9503985231794854,0.4,0.10073633487501765,0.10448540040098935
0.4,0.4033333333333333,7.763042754445159,-1.9676308407189078,0.4033333333333333,0.10448540040098935,0.10832048261982219
0.4033333333333333,0.4066666666666667,7.803680825387774,-1.9840215293324288,0.4066666666666667,0.10832048261982219,0.11224204663632102
0.4066666666666667,0.41,7.841839794611072,-1.9995395101499034,0.41,0.11224204663632102,0.11625053021181965
0.41,0.41333333333333333,7.877482199060807,-2.0141528959742945,0.41333333333333333,0.11625053021181965,0.12034634335394993
0.41333333333333333,0.4166666666666667,7.9105694394856405,-2.0278289553498925,0.4166666666666667,0.12034634335394993,0.12452986789407217
0.4166666666666667,0.42,7.94106173024466,-2.0405340764994837,0.42,0.12452986789407217,0.12880145705180382
0.42,0.42333333333333334,7.968918050813292,-2.0522337311383096,0.42333333333333334,0.12880145705180382,0.13316143498609714
0.42333333333333334,0.4266666666666667,7.994096098956218,-2.062892438185482,0.4266666666666667,0.13316143498609714,0.13761009633233356
0.4266666666666667,0.43,8.01655224552841,-2.072473727389617,0.43,0.13761009633233356,0.14214770572492802
0.43,0.43333333333333335,8.03624149088539,-2.080940102893118,0.43333333333333335,0.14214770572492802,0.14677449730494727
0.43333333333333335,0.43666666666666665,8.053117422873171,-2.08825300675449,0.43666666666666665,0.14677449730494727,0.15149067421226498
0.43666666666666665,0.44,8.067132176414184,-2.0943727824673988,0.44,0.15149067421226498,0.15629640806180106
0.44,0.44333333333333336,8.078236394667284,-2.099258638498763,0.44333333333333336,0.15629640806180106,0.16119183840339876
0.44333333333333336,0.44666666666666666,8.086379191793528,-2.1028686118913975,0.44666666666666666,0.16119183840339876,0.16617707216492117
0.44666666666666666,0.45,8.091508117348525,-2.1051595319726295,0.45,0.16617707216492117,0.17125218307816104
0.45,0.4533333333333333,8.093569122322878,-2.1060869842110885,0.4533333333333333,0.17125218307816104,0.17641721108717678
0.4533333333333333,0.45666666666666667,8.092506526895162,-2.1056052742838576,0.45666666666666667,0.17641721108717678,0.18167216173868833
0.45666666666666667,0.46,8.0882629899408,-2.103667392408032,0.46,0.18167216173868833,0.18701700555418221
0.46,0.4633333333333333,8.080779480368776,-2.100224978004901,0.4633333333333333,0.18701700555418221,0.19245167738340005
0.4633333333333333,0.4666666666666667,8.069995250369768,-2.0952282847720274,0.4666666666666667,0.19245167738340005,0.1979760757388998
0.4666666666666667,0.47,8.055847810669428,-2.0886261462452023,0.47,0.1979760757388998,0.20359006211140523
0.47,0.47333333333333333,8.038272907891798,-2.0803659419397165,0.47333333333333333,0.20359006211140523,0.2092934602656805
0.47333333333333333,0.4766666666666667,8.017204504155853,-2.0703935641713684,0.4766666666666667,0.2092934602656805,0.21508605551668936
0.4766666666666667,0.48,7.992574759045636,-2.058653385668832,0.48,0.21508605551668936,0.22096759398582716
0.48,0.48333333333333334,7.964314014099485,-2.0450882280946794,0.48333333333333334,0.22096759398582716,0.22693778183703792
0.48333333333333334,0.4866666666666667,7.932350779993871,-2.029639331610299,0.4866666666666667,0.22693778183703792,0.23299628449266044
0.4866666666666667,0.49,7.896611726604087,-2.012246325627271,0.49,0.23299628449266044,0.23914272582887497
0.49,0.49333333333333335,7.857021676144008,-1.992847200901832,0.49333333333333335,0.23914272582887497,0.24537668735066057
0.49333333333333335,0.49666666666666665,7.813503599614247,-1.9713782831471502,0.49666666666666665,0.24537668735066057,0.25169770734620006
0.49666666666666665,0.5,7.765978616798989,-1.9477742083489056,0.5,0.25169770734620006,0.25810528002071986
0.5,0.5033333333333333,7.714366000066508,-1.9219678999826648,0.5033333333333333,0.25810528002071986,0.2645988546097778
0.5033333333333333,0.5066666666666667,7.6585831822834285,-1.8938905483651816,0.5066666666666667,0.2645988546097778,0.27117783447207106
0.5066666666666667,0.51,7.598545769126051,-1.863471592365444,0.51,0.27117783447207106,0.2778415761618719
0.51,0.5133333333333333,7.534167556142699,-1.8306387037439342,0.5133333333333333,0.2778415761618719,0.2845893884812577
0.5133333333333333,0.5166666666666667,7.465360550922421,-1.7953177743975246,0.5166666666666667,0.2845893884812577,0.29142053151234953
0.5166666666666667,0.52,7.392035000760029,-1.7574329068136225,0.52,0.29142053151234953,0.2983342156298395
0.52,0.5233333333333333,7.314099426234206,-1.7169064080601943,0.5233333333333333,0.2983342156298395,0.3053296004941461
0.5233333333333333,0.5266666666666666,7.231460661151639,-1.6736587876669846,0.5266666666666666,0.3053296004941461,0.3124057940256047
0.5266666666666666,0.53,7.144023899339446,-1.6276087597792293,0.53,0.3124057940256047,0.3195618513601775
0.53,0.5333333333333333,7.051692748801023,-1.578673249993865,0.5333333333333333,0.3195618513601775,0.3267967737872397
0.5333333333333333,0.5366666666666666,6.954369293785081,-1.526767407318696,0.5366666666666666,0.3267967737872397,0.33410950767009395
0.5366666666666666,0.54,6.851954165374803,-1.4718046217385135,0.54,0.33410950767009395,0.34149894334994385
0.54,0.5433333333333333,6.744346621202158,-1.4136965478852856,0.5433333333333333,0.34149894334994385,0.3489639140341634
0.5433333333333333,0.5466666666666666,6.631444634992633,-1.3523531353781102,0.5466666666666666,0.3489639140341634,0.3565031946698063
0.5466666666666666,0.55,6.513144996637113,-1.287682666410426,0.55,0.3565031946698063,0.3641155008034029
0.55,0.5533333333333333,6.389343423568736,-1.2195918012228184,0.5533333333333333,0.3641155008034029,0.37179948742822255
0.5533333333333333,0.5566666666666666,6.259934684255093,-1.147985632135936,0.5566666666666666,0.37179948742822255,0.379553747820308
0.5566666666666666,0.56,6.124812734681696,-1.072767746873412,0.56,0.379553747820308,0.387376812364721
0.56,0.5633333333333334,5.983870868740276,-0.9938403019462159,0.5633333333333334,0.387376812364721,0.39526714737359736
0.5633333333333334,0.5666666666666667,5.837001883508211,-0.911104106932153,0.5666666666666667,0.39526714737359736,0.40322315389776375
0.5666666666666667,0.57,5.684098260455896,-0.8244587205358405,0.57,0.40322315389776375,0.41124316653384135
0.57,0.5733333333333334,5.525052363692011,-0.7338025593804266,0.5733333333333334,0.41124316653384135,0.419325452228942
0.5733333333333334,0.5766666666666667,5.359756656394464,-0.6390330205298328,0.5766666666666667,0.419325452228942,0.4274682090852652
0.5766666666666667,0.58,5.188103936689189,-0.5400466188331244,0.58,0.4274682090852652,0.43566956516710564
0.58,0.5833333333333334,5.009987594263493,-0.43673914022622096,0.5833333333333334,0.43566956516710564,0.4439275773130071
0.5833333333333334,0.5866666666666667,4.825301889094207,-0.3290058122108039,0.5866666666666667,0.4439275773130071,0.452240229956038
0.5866666666666667,0.59,4.6339422537594395,-0.21674149281440686,0.59,0.452240229956038,0.4606054339554181
0.59,0.5933333333333334,4.435805620846608,-0.0998408793958365,0.5933333333333334,0.4606054339554181,0.46902102544299074
0.5933333333333334,0.5966666666666667,4.230790777087055,0.0218012612348315,0.5966666666666667,0.46902102544299074,0.4774847646883294
0.5966666666666667,0.6,4.018798745898073,0.14828983984425734,0.6,0.4774847646883294,0.48599433498657363
0.6,0.6033333333333334,3.7997332001242334,0.2797291673085613,0.6033333333333334,0.48599433498657363,0.4945473415734071
0.6033333333333334,0.6066666666666667,3.5735009068289436,0.41622265093005273,0.6066666666666667,0.4945473415734071,0.5031413105719456
0.6066666666666667,0.61,3.3400122060953996,0.5578724627084027,0.61,0.5031413105719456,0.511773687976667
0.61,0.6133333333333333,3.099181525866021,0.7047791776483238,0.6133333333333333,0.511773687976667,0.5204418386798992
0.6133333333333333,0.6166666666666667,2.8509279349580257,0.8570413800718943,0.6166666666666667,0.5204418386798992,0.529143045546803
0.6166666666666667,0.62,2.5951757364295154,1.0147552358311425,0.62,0.529143045546803,0.5378745085452142
0.62,0.6233333333333333,2.3318551036280124,1.1780140281680742,0.6233333333333333,0.5378745085452142,0.5466333439371813
0.6233333333333333,0.6266666666666667,2.0609027612532103,1.3469076549150343,0.6266666666666667,0.5466333439371813,0.5554165835395092
0.6266666666666667,0.63,1.7822627139112601,1.521522084582656,0.63,0.5554165835395092,0.5642211740611432
0.63,0.6333333333333333,1.4958870246430207,1.701938768821647,0.6333333333333333,0.5642211740611432,0.5730439765257692
0.6333333333333333,0.6366666666666667,1.2017366460322862,1.8882340086084457,0.6366666666666667,0.5730439765257692,0.5818817657885659
0.6366666666666667,0.64,0.8997823065094758,2.0804782714379684,0.64,0.5818817657885659,0.5907312301566542
0.64,0.6433333333333333,0.5900054545132486,2.2787354567155536,0.6433333333333333,0.5907312301566542,0.5995889711234148
0.6433333333333333,0.6466666666666666,0.2723992632339938,2.483062106438541,0.6466666666666666,0.5995889711234148,0.6084515032274963
0.6466666666666666,0.65,-0.05303030139174201,2.69350655822985,0.65,0.6084515032274963,0.6173152540480328
0.65,0.6533333333333333,-0.3862633467051107,2.91010803768354,0.6533333333333333,0.6173152540480328,0.6261765643483017
0.6533333333333333,0.6566666666666666,-0.7272648507286557,3.132895686978922,0.6566666666666666,0.6261765643483017,0.6350316883808071
0.6566666666666666,0.66,-1.0759833883653618,3.3618875266936925,0.66,0.6350316883808071,0.6438767943675401
0.66,0.6633333333333333,-1.432349783860346,3.5970893477203822,0.6633333333333333,0.6438767943675401,0.6527079651699826
0.6633333333333333,0.6666666666666666,-1.796275687220579,3.83849353028267,0.6666666666666666,0.6527079651699826,0.6615211991642524
0.6666666666666666,0.67,-2.1676520723795827,4.0860777870553395,0.67,0.6615211991642524,0.670312411337636
0.67,0.6733333333333333,-2.5463476552012123,4.339803827545832,0.6733333333333333,0.670312411337636,0.6790774346236438
0.6733333333333333,0.6766666666666666,-2.932207229683067,4.59961594103028,0.6766666666666666,0.6790774346236438,0.6878120214936244
0.6766666666666666,0.68,-3.3250499210840556,4.865439495544949,0.68,0.6878120214936244,0.6965118458238787
0.68,0.6833333333333333,-3.72466735519769,5.137179350742221,0.6833333333333333,0.6965118458238787,0.7051725050581535
0.6833333333333333,0.6866666666666666,-4.13082174346546,5.4147181827251964,0.6866666666666666,0.7051725050581535,0.7137895226863246
0.6866666666666666,0.69,-4.543243884341753,5.697914719460251,0.69,0.7137895226863246,0.7223583510610079
0.69,0.6933333333333334,-4.961631082043034,5.986601885874135,0.6933333333333334,0.7223583510610079,0.730874374574767
0.6933333333333334,0.6966666666666667,-5.385644984726588,6.280584858401399,0.6966666666666667,0.730874374574767,0.7393329132214884
0.6966666666666667,0.7,-5.814909345212374,6.5796390295398295,0.7,0.7393329132214884,0.7477292265663766
0.7,0.7033333333333334,-6.249007708560481,6.883507883883505,0.7033333333333334,0.7477292265663766,0.7560585181498554
0.7033333333333334,0.7066666666666667,-6.687481032249676,7.191900788211572,0.7066666666666667,0.7560585181498554,0.7643159403514406
0.7066666666666667,0.71,-7.129825246316495,7.504490699485457,0.71,0.7643159403514406,0.7724965997403668
0.71,0.7133333333333334,-7.57548876268861,7.820911796109659,0.7133333333333334,0.7724965997403668,0.7805955629403545
0.7133333333333334,0.7166666666666667,-8.023869945075992,8.140757039545992,0.7166666666666667,0.7805955629403545,0.7886078630364101
0.7166666666666667,0.72,-8.474314553197267,8.463575675366238,0.72,0.7886078630364101,0.7965285065519195
0.72,0.7233333333333334,-8.92611317788258,8.788870685139665,0.7233333333333334,0.7965285065519195,0.8043524810244789
0.7233333333333334,0.7266666666666667,-9.378498686670605,9.116096203163002,0.7266666666666667,0.8043524810244789,0.8120747632089017
0.7266666666666667,0.73,-9.830643703035557,9.444654915054867,0.73,0.8120747632089017,0.8196903279356038
0.73,0.7333333333333333,-10.281658146275921,9.773895458620332,0.7333333333333333,0.8196903279356038,0.8271941576520317
0.7333333333333333,0.7366666666666667,-10.73058686345873,10.103109851221058,0.7366666666666667,0.8271941576520317,0.8345812526739614
0.7366666666666667,0.74,-11.176407389731203,10.43153097224178,0.74,0.8345812526739614,0.8418466421722622
0.74,0.7433333333333333,-11.61802787861424,10.75833013401523,0.7433333333333333,0.8418466421722622,0.8489853959190721
0.7433333333333333,0.7466666666666667,-12.05428524994841,11.082614780040297,0.7466666666666667,0.8489853959190721,0.855992636815168
0.7466666666666667,0.75,-12.483943609634398,11.4034263552725,0.75,0.855992636815168,0.8628635542175995
0.75,0.7533333333333333,-12.905693002481806,11.719738399908056,0.7533333333333333,0.8628635542175995,0.8695934180832968
0.7533333333333333,0.7566666666666667,-13.318148567272491,12.030454925383705,0.7566666666666667,0.8695934180832968,0.8761775939402736
0.7566666666666667,0.76,-13.719850171540052,12.334409139279494,0.76,0.8761775939402736,0.8826115586931458
0.76,0.7633333333333333,-14.109262612565406,12.630362594458761,0.7633333333333333,0.8826115586931458,0.8888909172638838
0.7633333333333333,0.7666666666666667,-14.484776480755851,12.917004847177468,0.7666666666666667,0.8888909172638838,0.8950114200618815
0.7666666666666667,0.77,-14.844709791609027,13.19295371883157,0.77,0.8950114200618815,0.9009689812694771
0.77,0.7733333333333333,-15.187310503126469,13.4567562667,0.7733333333333333,0.9009689812694771,0.9067596979198795
0.7733333333333333,0.7766666666666666,-15.510760046343174,13.706890580120918,0.7766666666666666,0.9067596979198795,0.9123798697338957
0.7766666666666666,0.78,-15.813178007645998,13.941768530066112,0.78,0.9123798697338957,0.9178260196698346
0.78,0.7833333333333333,-16.092628112449052,14.159739611812494,0.7833333333333333,0.9178260196698346,0.9230949151273283
