"re","im"
-1.176009909332627686435974610842e10,0.e-21
2.282236562053932893482831247851e8,0.e-23
6.93461248376231115566851313504e7,-9.61275225977176229723121230837e7
9.61275225977176229723121230837e7,6.93461248376231115566851313504e7
-2.360471031968942946321910683067e8,0.e-23
-141846.25058375357166205092785,0.e-25
272963.514759353017780085792765,-378381.7263736449945099593605846
378381.7263736449945099593605846,272963.514759353017780085792765
-629202.1236540660140690306434408,0
185385.411363312587803157245743,-206568.8119033238409692304398329
413137.6238066476819384608796658,-137327.3009274408384627161519542
-343498.4463333258219572195450958,476157.1715723782987195167291431
322712.712290753426265873397698,206568.8119033238409692304398329
-476157.1715723782987195167291431,-343498.4463333258219572195450958
771048.3742378195857310815712905,0.e-25
-1000.,0
-545.92702951870603556017158553,756.7634527472899890199187211692
-756.7634527472899890199187211692,-545.92702951870603556017158553
1258.4042473081320281380612868816,0
1000.,0
0,0
0,0
1000.,0
0,0
1000.,0
545.92702951870603556017158553,-756.7634527472899890199187211692
756.7634527472899890199187211692,545.92702951870603556017158553
-1258.4042473081320281380612868816,0
545.92702951870603556017158553,-756.7634527472899890199187211692
0,0
545.92702951870603556017158553,-756.7634527472899890199187211692
756.7634527472899890199187211692,545.92702951870603556017158553
-1258.4042473081320281380612868816,0
756.7634527472899890199187211692,545.92702951870603556017158553
-1258.4042473081320281380612868816,0
1.,0
0,0
0,0
0,0
-2.,0
0,0
0,0
-2.,0
0,0
-2.,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1.,0
0,0
0,0
2.,0
0,0
2.,0
0,0
0,0
0,0
0,0
1.,0
0,0
2.,0
0,0
1.,0
