"re","im"
0.e-21,0
0.e-22,0
5.69526905357120774004329177842e7,2.283928214772626096153089747531e8
-2.283928214772626096153089747531e8,5.69526905357120774004329177842e7
0.e-22,0
0.e-25,0
0.e-26,0.e-25
0.e-25,0.e-26
0.e-25,0
-102388.2935772969944991928059608,0
0,-204776.5871545939889983856119215
-107401.97658523500479077483760193,-430705.5598919479848518676590174
102388.2935772969944991928059608,0
430705.5598919479848518676590174,-107401.97658523500479077483760193
0.e-25,0
0.e-28,0
-107.40197658523500479077483760193,-430.7055598919479848518676590174
430.7055598919479848518676590174,-107.40197658523500479077483760193
0.e-28,0
0.e-27,0
0,0.e-27
0,0
0.e-27,0
0,0
0.e-28,0
-107.4019765852350047907748376019,430.7055598919479848518676590174
-1292.1166796758439545556029770523,-322.2059297557050143723245128058
1386.4325871545939889983856119215,0
322.2059297557050143723245128058,-1292.1166796758439545556029770523
0,2772.8651743091879779967712238431
107.40197658523500479077483760193,430.7055598919479848518676590174
430.7055598919479848518676590174,107.40197658523500479077483760193
-1386.4325871545939889983856119215,0
-430.7055598919479848518676590174,107.40197658523500479077483760193
0.e-28,0
0.e-31,0
0,0
0,0
0,0
1.,0
0,2.
0,0
-1.,0
0,0
0.e-31,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-1.,0
0,-2.
0,0
0.e-31,0
0,0
-1.,0
0,-2.
0,0
0,-2.
0,0
1.,0
0,0
1.,0
0,0
0.e-31,0
