re--,im--,re-+,im-+,re+-,im+-,re++,im++
0.02237687193201416,-0.06175217241542089,-0.0283787446802232,0.007537427805020178,0.02934975807088403,-0.0008704423435945685,0.022376871941454275,-0.06175217240741443
0.02534597717372565,-0.055699752923565056,-0.009980722680730143,-0.03969178836608153,0.00024796229592718034,-0.04092665883754127,0.025345977174274184,-0.05569975292333628
0.02458757522587101,-0.05726715700909781,-0.026825668263209142,-0.02665289407011457,0.019299784437519042,-0.03251940281920841,0.024587575225043637,-0.05726715700899006
0.020881893350147084,-0.06471182851599512,0.022638403772238545,-0.008189220353650335,-0.024060030778837675,-0.0008219334349123368,0.020881893342497425,-0.06471182851577913
0.02290377349428705,-0.06069481002991641,0.0017318250060025736,-0.03125483510936424,-0.010323817504930173,-0.029551357459933654,0.022903773489848525,-0.06069481002542739
0.02553932854285588,-0.05529788601772413,0.04122849967791235,-0.006521318642028023,-0.041607064726430804,0.003341997564026317,0.025539328544260956,-0.05529788601835707
0.019623994873468234,-0.06715540059383664,-0.015314588800824012,0.012615912687287843,0.018592602694739006,0.006929141920169895,0.019623994874777805,-0.06715540059228134
0.02386303767572486,-0.058751050981163205,0.003928017636864805,0.034729126192465515,0.005306360291336445,0.034545391432093404,0.023863037676240456,-0.058751050983028796
0.024620438300654954,-0.05719953548077977,-0.016913552715664817,0.033969879752816595,0.024862771165079872,0.028668163625958594,0.024620438300907176,-0.0571995354810215
0.025578283989613634,-0.05521681031995797,-0.020028595192963725,0.036809946841382314,0.028091591079285202,0.03109629113826554,0.02557828398937366,-0.05521681032011182
0.016035283670819064,-0.07389200612001127,0.0027849769823486427,0.008183803470701126,0.0004920691578840753,0.008630678072225027,0.016035283669853247,-0.07389200612072976
0.02534484886050347,-0.05570209537510822,-0.019005963078537445,0.036241408255174495,0.02708535884511843,0.03067653241478411,0.02534484886012075,-0.05570209537529873
0.02532603818789323,-0.055741142943538574,-0.026529259056418897,-0.03105527050666037,0.018364134965382025,-0.036482735085534235,0.02532603818794079,-0.05574114294358906
0.0252205703092784,-0.05595991501369803,-0.03287168687462314,-0.023493674162749917,0.02627134450197396,-0.030697181983779083,0.025220570309753568,-0.055959915012806796
0.02548775427136514,-0.05540516813653163,-0.01577509776873928,0.038409917537153435,0.024382470601348606,0.0336105727731961,0.02548775427148601,-0.055405168136095403
0.024511142452746944,-0.05742432551656815,0.03728892687686374,-0.00405032269384225,-0.0371086960736724,0.005460206679938576,0.024511142451763265,-0.05742432551808288
0.025578455285268045,-0.05521645373185689,0.02228339150005599,-0.03549124036830454,-0.029974802598792857,-0.029286325971284513,0.025578455284669163,-0.055216453732087854
0.01938429506139524,-0.06761617513269573,-0.011499563638574592,-0.015194483140130374,0.005847108563989444,-0.018136251074464923,0.019384295064288716,-0.06761617513352151
0.02365716830846771,-0.05917022546753051,-0.029800405673902162,-0.016687051135213484,0.024307454640808628,-0.023993113665698142,0.023657168308483453,-0.05917022546649829
0.02235026778823225,-0.06180536488493922,0.028653257386090765,0.005956432495552963,-0.02575794697211366,0.013893034745020115,0.022350267788827413,-0.06180536488619453
0.024049498071314054,-0.05837045172143054,0.027249758132809096,-0.02303022633692933,-0.03228431426077798,-0.015187616557553931,0.02404949806564296,-0.058370451720626805
0.025264803070098388,-0.05586819613510818,-0.014057766852241832,-0.03807615284977884,0.0045371973994501194,-0.04033395671710767,0.025264803069618806,-0.0558681961351538
0.021111701696020543,-0.06426078148367573,-0.017938605827165596,-0.017222353000954406,0.011843918959018538,-0.021866060604392966,0.021111701698246096,-0.06426078148552068
0.021940166133231805,-0.06262293435404205,-0.025080551216721675,-0.01195953107059681,0.020496616415631566,-0.01876041443990885,0.021940166131486215,-0.0626229343554507
0.025520206162165174,-0.05533767090986083,0.010339968329343465,0.04035664049755039,-0.0005611504375891861,0.04165643392689121,0.025520206162148784,-0.05533767091031378
0.014404829217927968,-0.07683952125441255,4.098637381783894e-05,0.003908255496305591,0.0015116677346451478,0.0036043032044058084,0.014404829218354901,-0.07683952125401237
0.020722634770171902,-0.06502356974581709,0.023423103505210444,-0.0022184199464253397,-0.022955692384811346,0.0051574560227996245,0.020722634779950663,-0.06502356974193431
0.0249823898254063,-0.0564529665848941,0.027910061423752967,0.027838301655738217,-0.02027674145799526,0.03380527064778389,0.024982389825994065,-0.056452966584826195
0.01315796024283046,-0.07904711904289384,-0.00019415528811229086,0.0003608659224472011,0.00032553377459860306,0.00024889366747676215,0.0131579602321788,-0.07904711903256188
0.025463054162549133,-0.055456525205920336,0.0312692881854473,0.027161931292970336,-0.023973552874543898,0.03377584429229649,0.025463054161506363,-0.05545652520600787
0.014676126117216033,-0.07635388569033741,-0.003528613301338562,0.003079436921768519,0.004454917150480366,0.0014449072075148005,0.014676126118559576,-0.07635388569231447
0.025570752712896903,-0.055232487581808654,0.020414741769913446,-0.03656064273437871,-0.028412536741830113,-0.0307598770245411,0.025570752713233634,-0.055232487581669626
0.025543671869355307,-0.05528884832518592,-0.0021045590769548585,0.04170637935258098,0.011835974033616546,0.040046984483955335,0.02554367186959175,-0.055288848324920314
0.02502305818943966,-0.05636887920993059,-0.026061501783497563,-0.02979845722949575,0.018029960139376328,-0.035243020101272234,0.025023058188736264,-0.05636887920987861
0.023693253584802447,-0.05909683086567319,0.015566081582467781,-0.03055705974852503,-0.023097922470688197,-0.025348032941902555,0.023693253584937464,-0.05909683086312752
0.021236664406690517,-0.0640149176002443,-0.02053961967509678,-0.01477563901678523,0.015106209587445858,-0.02029773179307357,0.02123666440746856,-0.06401491760238225
0.023500390310891725,-0.059488706888121454,-0.010957460748131611,0.03171345285297089,0.019047290042746145,0.02762263166013861,0.023500390311221322,-0.059488706890614605
0.019196175212335992,-0.06797670755321847,0.016677075799251075,-0.007874421194450898,-0.01834619941478901,-0.001883702025019154,0.01919617521674466,-0.06797670756401747
0.014302420941231634,-0.07702234202744454,0.00353645169719025,0.0007603427261368653,-0.002942363477631776,0.0021040695820450806,0.014302420939960078,-0.07702234202963838
0.024293082605486883,-0.05787190882598489,-0.03512830296576354,-0.010411552867740467,0.03131071704869779,-0.019027272533285743,0.02429308260611797,-0.057871908826022875
0.02120607344417883,-0.06407514419890867,-0.02376617604037718,0.008365722657925685,0.02518377800984109,0.0007705612743955067,0.021206073446648252,-0.06407514419723412
0.022909865876172754,-0.060682541129545776,0.024945588256879744,0.01894735604863785,-0.018721687883191316,0.025115395238517225,0.022909865876302532,-0.060682541127797654
0.021633324974029568,-0.06323170121813088,-0.018430192188685225,-0.01931113051419362,0.011873303080941361,-0.023908500992025607,0.021633324973866865,-0.06323170121844043
0.02553691228537487,-0.05530291363213137,0.03299980226113858,0.025543622257157866,-0.02607784471958971,0.03257928179413344,0.025536912285295657,-0.055302913632774904
0.025578244140838584,-0.05521689327370102,0.03878885874264852,-0.015859605603195555,-0.041424227257702284,-0.0063353017693211534,0.02557824414133407,-0.05521689327363588
0.01897914806636991,-0.0683914506294702,0.01774006449459129,6.200310922244395e-05,-0.016691349079928062,0.006009375931160322,0.01897914806452132,-0.0683914506345911
0.021544041908963293,-0.06340836220074769,-0.019622039301701033,0.0176305835075417,0.023983812057454448,0.010983563199999786,0.021544041908504237,-0.0634083622013843
