re--,im--,re-+,im-+,re+-,im+-,re++,im++
0.024609889504524543,-0.05722124443615249,-0.013439416701019967,0.03544261026119707,0.021872094833529088,0.030958165497746628,0.02460988950366015,-0.057221244437034566
0.02516630283914318,-0.05607237577799722,-0.03630784178702634,0.017207101875998748,0.03938394238729934,0.007952912187357839,0.025166302837877366,-0.05607237577897198
0.02224107689005727,-0.062023484127782386,0.028868751534705212,0.00020023871025424923,-0.027593882555171215,0.008486610421972882,0.02224107689626701,-0.06202348412102223
0.024527254593696916,-0.05739120642577316,-0.014409829622771778,-0.034699821285651376,0.0052274677214882515,-0.03720745043838051,0.024527254593242162,-0.057391206425866516
0.025560141415021755,-0.0552545739621694,0.027653680756874827,-0.03138396477608296,-0.03424141213184102,-0.024025091043950675,0.025560141414863777,-0.055254573962113696
0.025178769907987758,-0.05604654615328919,0.03198818054551748,0.024397902620010868,-0.02517455263911448,0.03138061895817582,0.025178769907290344,-0.05604654615172758
0.025527108344346613,-0.05532331166255331,0.02337265489747624,0.03452135672544033,-0.014605047047111006,0.039047377221456,0.025527108344253494,-0.055323311662474096
0.02526266512960728,-0.055872630365356765,0.025731537630049706,0.03137800161896252,-0.017473390145935862,0.036624740971633214,0.025262665129894543,-0.05587263036564145
0.017965534567474753,-0.07031162889282848,-0.014460568098368046,-0.0013222552251815876,0.013085812931652448,-0.006294274292304047,0.017965534564457403,-0.07031162888195082
0.01887969558182343,-0.06858108038214789,0.01735183458173642,0.0015380227678277025,-0.01581961598901574,0.007293245319201841,0.018879695582410254,-0.06858108039893378
0.020188569439003753,-0.06606396822677373,0.008723291710062536,0.01988988387025559,-0.0019438136605116178,0.021631571538655574,0.020188569438747105,-0.0660639682245599
0.023719108143959618,-0.059044223974846634,-0.02799660425340342,0.0199769307704111,0.032280185945279885,0.011869170511103495,0.023719108146005648,-0.05904422397112123
0.01502810388798604,-0.07572097762515684,-0.002148314661602946,0.005275728049361386,0.00402933713305885,0.0040265375481864036,0.015028103891955906,-0.07572097762849107
0.025574591807776055,-0.05522449621266899,0.016433629705225113,0.03853233774511973,-0.0069508850326427335,0.041309689355890536,0.025574591807776492,-0.0552244962128575
0.024342880217676888,-0.05776980202530338,-0.01142111985353372,-0.03502121746508215,0.0021410009021515003,-0.03677422693422692,0.02434288021791061,-0.05776980202551816
0.025025119635298763,-0.05636461579996231,0.03633775700400956,0.015728606182792662,-0.03142096586133424,0.02409449190914409,0.025025119635669654,-0.056364615788630626
0.024000852627298154,-0.0584698320363883,0.03296688969744364,-0.013136570228334504,-0.03524755309016414,-0.004122534989403222,0.02400085262762456,-0.05846983203704022
0.022990076762064687,-0.06052092031311092,0.029085705797986874,0.012415411138087336,-0.02453504461870512,0.019953754073463427,0.02299007676246921,-0.06052092031336129
0.02557315005578606,-0.05522749737172111,-0.013843658086407341,0.03953032279305529,0.02271871841594536,0.03518740005817308,0.0255731500558277,-0.055227497371713785
0.02555117471873008,-0.0552732351428741,0.039823393847621624,0.012672873001987162,-0.03573853794103391,0.021662440161845452,0.025551174719063104,-0.05527323514380157
0.025272386351658474,-0.05585246700079488,0.02296101624629264,0.03350780709771551,-0.014279860321648394,0.038027187547728034,0.02527238635198275,-0.05585246700033364
0.025347089856772184,-0.055697442892958374,0.03711719782158765,0.017255370454216167,-0.031944767890843856,0.025592303298321593,0.025347089857601833,-0.055697442894784864
0.02554912052388319,-0.05527750999136741,-0.03405054679573527,-0.02421441627991476,0.02741787309428611,-0.031528367033699226,0.025549120523341066,-0.05527750999156335
0.018404333640742544,-0.06948377713017412,-0.015651172575757714,0.002815522316143046,0.015665903557410505,-0.002732368001285263,0.018404333668753436,-0.06948377714551629
0.02546757808297915,-0.05544712006844994,0.036150258412946626,0.02025529657419897,-0.0303491430213137,0.028214318004414735,0.025467578083558005,-0.055447120067918694
0.02175586414794091,-0.06298888889786887,-0.022665034666737537,-0.014908669944344432,0.017264063146757224,-0.020926642365694262,0.021755864152768242,-0.06298888889159389
0.02426734203327883,-0.057924663471630326,-0.019138896369109374,-0.031122897337709676,0.010552433273311557,-0.03497968331647957,0.02426734203374402,-0.057924663472031145
0.025184034732752027,-0.05603563718594156,-0.019700693833121306,0.03510188312042026,0.027568457978887156,0.029329842494109793,0.025184034732511948,-0.056035637186498746
0.02535093279539148,-0.055689464372884384,0.0032341377230579215,0.04082023944579609,0.0065699635070838765,0.040417659194144466,0.02535093279530822,-0.05568946437288101
0.022599970796093438,-0.0613053664689614,0.02984100064530009,0.004503690224104458,-0.027362595256796202,0.012730158138795744,0.022599970797137207,-0.061305366466437694
0.0255545242756562,-0.055266264388964266,0.03720323041979071,-0.019068548255112155,-0.04063807339012354,-0.00981003961862231,0.02555452427522295,-0.055266264388552255
0.025421821101772525,-0.05554222501367892,0.024335325155782,0.03330146450267037,-0.01575971090327185,0.03811596910426924,0.025421821101693623,-0.05554222501361103
0.022247113972258793,-0.062011432783165316,0.02586025790771527,-0.012882359033245163,-0.028470778733726203,-0.004911503966678642,0.02224711397149192,-0.06201143277810865
0.023339064563457704,-0.05981575829284687,-0.021291348364336764,-0.025132443806628598,0.013707134807674319,-0.029951222074931425,0.023339064568712015,-0.05981575829537447
0.01774345479124024,-0.0707286351666872,-0.013082165635420548,0.0044815318091009585,0.013822116655245253,-0.00041985139984147,0.017743454793703033,-0.07072863517546343
0.0255598276463433,-0.055255226997103744,0.023702030982238546,0.034464211275119665,-0.01496022654472115,0.03906097481151514,0.025559827647202528,-0.05525522699715617
0.021260618543178803,-0.06396773979316721,0.00639139400789999,-0.02456781915131308,-0.013517195855335978,-0.021487509655874055,0.021260618543823502,-0.06396773979151628
0.024740097595775466,-0.05695308618208753,0.012079518318894525,-0.036483658338951945,-0.020745243288211083,-0.032351305530008666,0.024740097595553366,-0.05695308618250265
0.023944317076862093,-0.05858525506641693,-0.019469145077848322,-0.029406013139926877,0.011131411283171497,-0.03346420328264746,0.023944317075477936,-0.058585255065609895
0.024467543647899048,-0.05751391153897311,-0.03713793680864923,0.0038178233948535827,0.03689996151958025,-0.005674060740760771,0.024467543646926097,-0.057513911536626196
0.024357930676023813,-0.05773892962189395,0.013361974943334956,-0.03439184422380909,-0.021660066881404254,-0.029869429624396218,0.024357930676100634,-0.05773892962238821
0.024830182927667234,-0.056767310436959234,0.03876829232070938,-0.0015065893623190819,-0.03794427474069269,0.008092114459030651,0.024830182928014664,-0.05676731043597065
0.01757073083185895,-0.07105204804617131,-0.0007323450836868684,-0.013272855060415768,-0.004027391769492982,-0.012668272428663536,0.017570730833744677,-0.0710520480445483
0.02245320775239122,-0.061599441623829215,0.02964038164790391,-0.00020912149140918032,-0.028478775317273223,0.008219203904689365,0.022453207752329007,-0.061599441624860675
0.01691171555948226,-0.07227865996656471,-0.008300786254907657,-0.007628896990978719,0.004955311634532811,-0.01012659905087237,0.01691171555984977,-0.07227865996790726
0.025206270630416902,-0.05598955585982723,-0.014674744939671976,-0.03758128594077558,0.005215252336832949,-0.04000627869635227,0.025206270630448724,-0.05598955585960728
0.013099581671620775,-0.07914950622078884,0.0001878997812450173,-0.00016247148312260946,-0.00023818911714104822,-7.049284100450631e-05,0.013099581693211793,-0.07914950622984541
0.025461732468065996,-0.05545927288715636,-0.013930961295078242,0.03900007707982667,0.022744558104490015,0.03460870947298314,0.02546173246814549,-0.055459272887750335
0.0213042071311813,-0.06388185212409496,0.021415751153333367,0.01391186310670528,-0.01622359752861033,0.019722302502802106,0.021304207130525714,-0.06388185212137956
0.02213021774262971,-0.062244610403642917,-0.028011441314895406,-0.005082473478896376,0.02534694074389691,-0.012961673365935301,0.022130217741718444,-0.062244610404681315
0.022261745139129402,-0.06198222172418825,0.027302861208659684,-0.009608775337301732,-0.028911979943774237,-0.0013682870685386471,0.022261745138175505,-0.061982221717732204
0.01728276064382052,-0.07158947123141515,-0.0035589465908632914,-0.011884750786006912,-0.0009439112363621314,-0.01237022367059249,0.0172827606445657,-0.07158947123169866
0.014597131184900032,-0.0764954876537361,-0.004089546512197439,-0.0017726946721518427,0.0030603085535003726,-0.003240578449842503,0.014597131181982803,-0.07649548765028662
