-6.0000000000000000e+00 1.1178178208306781e-04
-1.0000000000000000e+00 9.6626862102458980e-05
4.0000000000000000e+00 8.8713574648907956e-05
9.0000000000000000e+00 8.3186507642586902e-05
1.4000000000000000e+01 7.8925186533440042e-05
1.9000000000000000e+01 7.5459694405527692e-05
2.4000000000000000e+01 7.2543816722727466e-05
2.9000000000000000e+01 7.0031230982865641e-05
3.4000000000000000e+01 6.7827486044995253e-05
3.9000000000000000e+01 6.5867913247389127e-05
4.4000000000000000e+01 6.4106227922456596e-05
4.9000000000000000e+01 6.2508134340400192e-05
5.4000000000000000e+01 6.1047500850192551e-05
5.9000000000000000e+01 5.9703953367396890e-05
6.4000000000000000e+01 5.8461297541168687e-05
6.9000000000000000e+01 5.7306448207667490e-05
7.4000000000000000e+01 5.6228681709409637e-05
7.9000000000000000e+01 5.5219100599534509e-05
8.4000000000000000e+01 5.4270242073782495e-05
8.9000000000000000e+01 5.3375786097157755e-05
9.4000000000000000e+01 5.2530334193242300e-05
9.9000000000000000e+01 5.1729239289780332e-05
