-6.0000000000000000e+00 7.9683902832282522e-03
-1.0000000000000000e+00 4.3971977179456589e-03
4.0000000000000000e+00 3.4288759465483524e-03
9.0000000000000000e+00 2.9024070674999480e-03
1.4000000000000000e+01 2.5557308993497700e-03
1.9000000000000000e+01 2.3043105206999441e-03
2.4000000000000000e+01 2.1108766997738754e-03
2.9000000000000000e+01 1.9559604817082450e-03
3.4000000000000000e+01 1.8282212640420377e-03
3.9000000000000000e+01 1.7205279389570960e-03
4.4000000000000000e+01 1.6281336025792434e-03
4.9000000000000000e+01 1.5477357732306082e-03
5.4000000000000000e+01 1.4769543257289188e-03
5.9000000000000000e+01 1.4140235964232360e-03
6.4000000000000000e+01 1.3576017890145958e-03
6.9000000000000000e+01 1.3066481699480503e-03
7.4000000000000000e+01 1.2603412280151485e-03
7.9000000000000000e+01 1.2180225394594318e-03
8.4000000000000000e+01 1.1791572935124382e-03
8.9000000000000000e+01 1.1433059230095306e-03
9.4000000000000000e+01 1.1101033211210875e-03
9.9000000000000000e+01 1.0792433540077115e-03
