x,0_0_im,0_0_re,0_1_im,0_1_re,0_2_im,0_2_re,0_3_im,0_3_re,0_4_im,0_4_re,0_5_im,0_5_re,deform_jac_im,deform_jac_re,integrand_im,integrand_re,param_jac,rescaled_integrand_im,rescaled_integrand_re
10000000000.0,2.807257722668803e+18,7.970891503781898e+17,6051153.102748349,2746919.1342363134,1.713538183599925e+17,3.03184205998311e+17,3.0186698567568553e+18,5.882464183410223e+17,1.230801102920142e+18,8.730336353498267e+17,1.1907427871981335e+18,9.673751093137171e+17,0.0,1.0,116675.89419760506,377601.94854619127,2.0995514612775728e+42,5.557181919542377e-08,4.461154949550692e-05
7054802310.718632,1.3971787414545718e+18,3.967131364389452e+17,4268968.631117107,1937897.0283455716,8.528319660360707e+16,1.5089548919799837e+17,1.502399055586658e+18,2.92771619722649e+17,6.125725907063517e+17,4.345108844230747e+17,5.926354731821414e+17,4.8146485690671475e+17,0.0,1.0,96625.57928295118,82533.05623277598,5.200749912919255e+41,6.523500283089133e-08,1.3821529580828375e-05
4977023564.332114,6.953791058490609e+17,1.9744504973519462e+17,3011672.5767501025,1367147.8619020523,4.244564509786576e+16,7.510103556714072e+16,7.477475006620232e+17,1.4571311536661072e+17,3.048788016545589e+17,2.1625707672548522e+17,2.9495605194247405e+17,2.3962617792540912e+17,0.0,1.0,30107.136997627946,5352.34429007527,1.2882658065393982e+41,2.8811977693615934e-08,1.2705368273472628e-06
3511191734.2151275,3.460917803686882e+17,9.826885538125126e+16,2124674.9837459465,964495.570831747,2.112529519109609e+16,3.7377958136078104e+16,3.7215565091480154e+17,7.252175266172805e+16,1.517388808110157e+17,1.076316444814916e+17,1.4680030545812317e+17,1.19262499899011e+17,0.0,1.0,828.6285858624562,4145.348836293394,3.191134217827936e+40,1.1240314866234193e-09,1.3948234925916892e-06
2477076355.991714,1.722507049935726e+17,4.890864382937821e+16,1498916.3788415093,680432.6399861734,1.0514109829405854e+16,1.8603098962243884e+16,1.8522275556193533e+17,3.609424936391779e+16,7.552080308480619e+16,5.356852630703062e+16,7.306286234734822e+16,5.935723080449452e+16,0.0,1.0,295.32939308690334,554.016776181776,7.90468122283505e+39,5.678589749803455e-10,2.6423865016547367e-07
1747528400.0076828,8.572958091577835e+16,2.4341947040545196e+16,1057455.8521837543,480031.7664349685,5232897185568141.0,9258806098052600.0,9.218580098650686e+16,1.7964192782728886e+16,3.758688127909887e+16,2.6661181506741092e+16,3.636355839499596e+16,2.9542233347457412e+16,0.0,1.0,71.35620990183077,540.3707033920367,1.9580499759459926e+39,1.9448258992517111e-10,3.653258096640485e-07
1232846739.4420633,4.266781449180653e+16,1.2115044417575866e+16,746014.2008531492,338652.9223072597,2604425263507464.0,4608129618673781.0,4.588109043844962e+16,8940821090809910.0,1.8707079407054332e+16,1.326933287766269e+16,1.809822872466473e+16,1.4703239169909168e+16,0.0,1.0,171.72885413541098,43.77240758250149,4.8502392810193984e+38,6.634487501390829e-10,4.1947313102066016e-08
869749002.6177834,2.1235871930473496e+16,6029686187298217.0,526298.2764719268,238912.94439244407,1296228597750371.2,2293476982339659.0,2.2835126949381944e+16,4449867749320325.5,9310557552734592.0,6604178276746176.0,9007531132102816.0,7317836821346857.0,0.0,1.0,5.356565237784887,15.540529538030809,1.2014412807957391e+38,2.933362034680757e-11,2.1109827596089573e-08
613590727.3413188,1.0569143313326862e+16,3000988970762477.5,371293.016550831,168548.35318336164,645136016129614.8,1141468878339961.0,1.1365096290526178e+16,2214709625443090.0,4633886351447602.0,3286915032204113.0,4483069390749193.5,3642104565393234.5,0.0,1.0,7.469142067117176,9.881718727379079,2.976062008597116e+37,5.797825070023229e-11,1.902683188343936e-08
432876128.1083061,5260287564948109.0,1493599291583057.5,261939.886359143,118907.53256031596,321085717420473.7,568111754076258.5,5656435239655236.0,1102266206231989.9,2306296170705031.5,1635905366892837.2,2231234213680317.8,1812684035736935.5,0.0,1.0,0.802385235014231,3.6574437948492973,7.371932680981876e+36,8.828612935784251e-12,9.982212581847329e-09
