x,0_0_im,0_0_re,0_1_im,0_1_re,0_2_im,0_2_re,0_3_im,0_3_re,0_4_im,0_4_re,0_5_im,0_5_re,deform_jac_im,deform_jac_re,integrand_im,integrand_re,param_jac,rescaled_integrand_im,rescaled_integrand_re
3.511191734215142e-11,6.163753990527661e-07,1.5320618242082565e-06,5.5645911139233154e-21,2.6116238237518675e-20,1.0858810211692073e-07,2.0591683916511724e-07,9.406421988073769e-12,2.7696888121820484e-11,9.49193643635117e-13,2.1066284388903547e-14,1.0539584694025379e-12,1.0747332880207863e-13,0.0,1.0,3290.6662875704333,961.4046084160532,16.490227705056533,7.0066711482915334e-09,5.077777857484671e-07
4.977023564332114e-11,7.338323198906389e-07,1.8240176223007255e-06,7.887962574034922e-21,3.701848132106743e-20,1.2928294066283846e-07,2.4516278602371507e-07,1.3331777943151943e-11,3.926143065390636e-11,1.3454589498610421e-12,2.9862483312582145e-14,1.493959712996159e-12,1.5235046828428658e-13,0.0,1.0,2763.9101650617026,807.4942644269112,16.49022771022573,8.341938184806821e-09,6.045358989513084e-07
7.05480231071863e-11,8.736696204760772e-07,2.171605126153505e-06,1.1181486802743103e-20,5.2471708656234345e-20,1.5392191684302307e-07,2.918893174169307e-07,1.8894780757512604e-11,5.565511351609066e-11,1.907155803808928e-12,4.2331947261491345e-14,2.1176506669613804e-12,2.1596939367106248e-13,0.0,1.0,2321.4726276701685,678.2205724562582,16.490227717552933,9.931658154438087e-09,7.197285983576922e-07
1e-10,1.0401507196957398e-06,2.5854229465679587e-06,1.5850318622258648e-20,7.437554940530438e-20,1.832567658098622e-07,3.4752256423955697e-07,2.677835777850049e-11,7.889483232496828e-11,2.7033483042582737e-12,6.000891162530144e-14,3.001717424025749e-12,3.0615895065097325e-13,0.0,1.0,1949.8566701589878,569.6399023734506,16.49022772793905,1.1824316209141163e-08,8.568668771604713e-07
1.4174741629268076e-10,1.2383508077389033e-06,3.0780880776841875e-06,2.2468851552272642e-20,1.0542247998142864e-19,2.1818251645604167e-07,4.137606548657369e-07,3.7950026711296994e-11,1.1184007179295282e-10,3.8319335094521244e-12,8.506862578677535e-14,4.2548608036990366e-12,4.3401951234897524e-13,0.0,1.0,1637.7257787379738,478.4398898890943,16.49022774266111,1.4077634424141933e-08,1.0201299183300278e-06
2.0092330025650458e-10,1.474311242469131e-06,3.6646199406838257e-06,3.185143731078226e-20,1.494286805630309e-19,2.597648125242961e-07,4.926256391257824e-07,5.378035129868593e-11,1.585450685895258e-10,5.4316787846024124e-12,1.2059531087876998e-13,6.03116185527197e-12,6.152909487042985e-13,0.0,1.0,1375.5580950046276,401.8383874781982,16.490227763529248,1.6760330791436496e-08,1.2144920501102726e-06
2.848035868435805e-10,1.7552232413977642e-06,4.362897360979114e-06,4.515267475507993e-20,2.1180292163805825e-19,3.0927244572429834e-07,5.865253443286912e-07,7.62106062611352e-11,2.2475827053313293e-10,7.699284659201073e-12,1.7096222436626844e-13,8.549027237873874e-12,8.722931944452267e-13,0.0,1.0,1155.3559397067932,337.49859099386623,16.49022779310928,1.9954212873095006e-08,1.4458737353264561e-06
4.03701725859655e-10,2.0896463983117325e-06,5.194202271499116e-06,6.400964428506012e-20,3.0021103990158113e-19,3.682160963977158e-07,6.983270714007643e-07,1.0799002815979475e-10,3.18630775149417e-10,1.0913571371592832e-11,2.4237079918467827e-13,1.211804401788293e-11,1.2366794968540294e-12,0.0,1.0,970.4018342482645,283.45775239197883,16.490227835038226,2.3756669658075172e-08,1.72132110741006e-06
5.722367659350221e-10,2.4877685852138864e-06,6.183866518064887e-06,9.07436520912755e-20,4.2551754790743134e-19,4.383944677879989e-07,8.314454092244119e-07,1.5301142089787823e-10,4.5172131263456147e-10,1.546976332109073e-11,3.436155471926747e-13,1.717704600577644e-11,1.7533433646576893e-12,0.0,1.0,815.0535766152885,238.0673037837717,16.49022789447142,2.8283637177778108e-08,2.049219398721047e-06
8.111308307896889e-10,2.9617150184145816e-06,7.36204120074288e-06,1.2864641791179582e-19,6.03119889534375e-19,5.219492273956027e-07,9.899468884521651e-07,2.167857013487562e-10,6.40422115214852e-10,2.192808749023079e-11,4.871694507457943e-13,2.4348072404492706e-11,2.4859638093413198e-12,0.0,1.0,684.5721200602258,199.94256601883743,16.49022797871644,3.367312769699689e-08,2.4395465853355856e-06
1.1497569953977357e-09,3.525915704961733e-06,8.764611598619215e-06,1.823861108990979e-19,8.548389500210911e-19,6.214304400639331e-07,1.1786747274888997e-06,3.071125877870636e-10,9.079822968107715e-10,3.1082662304485684e-11,6.907244364059146e-13,3.451285381024903e-11,3.524877803714254e-12,0.0,1.0,574.9770036374294,167.92050757345694,16.490228098131578,4.008942921777218e-08,2.9041747221199484e-06
1.62975083462064e-09,4.197542177814833e-06,1.0434284990487784e-05,2.5858352296005807e-19,1.2115975180853876e-18,7.398745011253027e-07,1.4033975614023592e-06,4.3502796436809267e-10,1.2873797306195746e-09,4.405914893650753e-11,9.793782637903575e-13,4.892123084721131e-11,4.9982599154785244e-12,0.0,1.0,482.92492426152535,141.02426506881758,16.490228267399445,4.772810209851934e-08,3.4572277866415333e-06
2.310129700083158e-09,4.997026416479989e-06,1.2421883708303803e-05,3.6662983938597482e-19,1.7172147647773097e-18,8.808969642857015e-07,1.6709868118187337e-06,6.16141148021409e-10,1.8253982513458628e-09,6.245317478217884e-11,1.3887399668401126e-12,6.934483765511198e-11,7.088003960238991e-12,0.0,1.0,405.6077459612972,118.43334307500965,16.49022850733228,5.682192336584924e-08,4.115506419383585e-06
3.2745491628777316e-09,5.94867717838558e-06,1.4787881666962187e-05,5.19847596144545e-19,2.433781153679526e-18,1.048803120586693e-06,1.9896282801231803e-06,8.725209898289355e-10,2.5884177583122765e-09,8.852655406554936e-11,1.969341161468546e-12,9.829494910741232e-11,1.0052293584207924e-11,0.0,1.0,340.6668349616306,99.4585840846051,16.490228847430867,6.764795743981506e-08,4.898991768413369e-06
4.641588833612792e-09,7.081411685399001e-06,1.760422953897095e-05,7.371393252471376e-19,3.449271051148277e-18,1.2487197364281203e-06,2.3690746620660204e-06,1.235353458151824e-09,3.6706397008084404e-09,1.254854405060623e-10,2.792904872240746e-12,1.3933128178061705e-10,1.425769463301581e-11,0.0,1.0,286.1211072856306,83.5211450914192,16.490229329511838,8.05359652737604e-08,5.831442749669997e-06
6.579332246575682e-09,8.429623770302582e-06,2.0956521835695847e-05,1.045329560888624e-18,4.8883229647234414e-18,1.4867520185626631e-06,2.8209470320091966e-06,1.7486818607656494e-09,5.205777106253565e-09,1.778746269073454e-10,3.9612582986965704e-12,1.9749972510945412e-10,2.0224812591639833e-11,0.0,1.0,240.30659388775638,70.13483942369479,16.490230012849157,9.587840321199435e-08,6.941103444780049e-06
9.32603346883218e-09,1.0034213242666437e-05,2.4946568577079168e-05,1.4824931692878928e-18,6.927502633634524e-18,1.7701706639363862e-06,3.3590949834303083e-06,2.4746632855060706e-09,7.3836764829143764e-09,2.5213649746233633e-10,5.619011797817422e-12,2.79952837167423e-10,2.869329324049139e-11,0.0,1.0,201.82567968947387,58.891305153469396,16.490230981462147,1.1414230921142279e-07,8.261540099102557e-06
1.3219411484660288e-08,1.1943805430121018e-05,2.9695445141501408e-05,2.1026876781966603e-18,9.816908330595888e-18,2.1076347989185744e-06,4.0000271067114845e-06,3.500943256026349e-09,1.0473965847086976e-08,3.5740340049996117e-10,7.971607627976226e-12,3.968294204320745e-10,4.071443604414793e-11,0.0,1.0,169.5044679999005,49.44754762426166,16.490232354446047,1.358834286149384e-07,9.832630261925552e-06
